Timestamp;Main Camera (1)_position;Main Camera (1)_orientation;messages;
3.96965;Origin: (0.260, 1.580, 0.331), Dir: (-0.029, 0.091, 0.995);Origin: (0.198, 1.582, 0.320), Dir: (-0.425, 0.358, 0.831);(0.229, 1.581, 0.326);(-0.184, -0.082, -0.033, 0.979);
3.99637;Origin: (0.260, 1.580, 0.332), Dir: (-0.028, 0.091, 0.995);Origin: (0.198, 1.582, 0.321), Dir: (-0.424, 0.358, 0.832);(0.229, 1.581, 0.326);(-0.183, -0.082, -0.033, 0.979);
4.02626;Origin: (0.260, 1.580, 0.332), Dir: (-0.027, 0.090, 0.996);Origin: (0.198, 1.582, 0.321), Dir: (-0.424, 0.357, 0.832);(0.229, 1.581, 0.326);(-0.183, -0.081, -0.033, 0.979);
4.10738;Origin: (0.260, 1.580, 0.332), Dir: (-0.027, 0.090, 0.996);Origin: (0.198, 1.582, 0.321), Dir: (-0.423, 0.357, 0.833);(0.229, 1.581, 0.326);(-0.183, -0.081, -0.033, 0.979);
4.13012;Origin: (0.260, 1.580, 0.332), Dir: (-0.025, 0.090, 0.996);Origin: (0.198, 1.582, 0.321), Dir: (-0.421, 0.357, 0.834);(0.229, 1.581, 0.326);(-0.183, -0.080, -0.033, 0.979);
4.15801;Origin: (0.259, 1.579, 0.334), Dir: (-0.023, 0.090, 0.996);Origin: (0.197, 1.582, 0.324), Dir: (-0.420, 0.357, 0.835);(0.228, 1.580, 0.329);(-0.183, -0.079, -0.033, 0.979);
4.18443;Origin: (0.258, 1.579, 0.335), Dir: (-0.023, 0.090, 0.996);Origin: (0.196, 1.582, 0.325), Dir: (-0.419, 0.357, 0.835);(0.227, 1.580, 0.330);(-0.183, -0.079, -0.033, 0.979);
4.24913;Origin: (0.257, 1.579, 0.337), Dir: (-0.023, 0.090, 0.996);Origin: (0.195, 1.582, 0.326), Dir: (-0.419, 0.357, 0.835);(0.226, 1.580, 0.331);(-0.183, -0.079, -0.033, 0.979);
4.27172;Origin: (0.257, 1.579, 0.338), Dir: (-0.023, 0.091, 0.996);Origin: (0.195, 1.582, 0.327), Dir: (-0.420, 0.358, 0.834);(0.226, 1.581, 0.333);(-0.183, -0.079, -0.032, 0.979);
4.30014;Origin: (0.256, 1.580, 0.339), Dir: (-0.026, 0.094, 0.995);Origin: (0.194, 1.582, 0.328), Dir: (-0.423, 0.360, 0.832);(0.225, 1.581, 0.334);(-0.185, -0.081, -0.032, 0.979);
4.36611;Origin: (0.257, 1.580, 0.338), Dir: (-0.028, 0.096, 0.995);Origin: (0.195, 1.582, 0.327), Dir: (-0.425, 0.362, 0.830);(0.226, 1.581, 0.332);(-0.186, -0.082, -0.032, 0.979);
4.44165;Origin: (0.257, 1.580, 0.336), Dir: (-0.031, 0.098, 0.995);Origin: (0.195, 1.582, 0.325), Dir: (-0.427, 0.363, 0.828);(0.226, 1.581, 0.331);(-0.187, -0.083, -0.032, 0.978);
4.48850;Origin: (0.257, 1.581, 0.336), Dir: (-0.040, 0.106, 0.994);Origin: (0.195, 1.583, 0.325), Dir: (-0.435, 0.369, 0.821);(0.226, 1.582, 0.330);(-0.191, -0.088, -0.032, 0.977);
4.50918;Origin: (0.258, 1.581, 0.334), Dir: (-0.051, 0.112, 0.992);Origin: (0.196, 1.583, 0.322), Dir: (-0.444, 0.373, 0.814);(0.227, 1.582, 0.328);(-0.193, -0.093, -0.032, 0.976);
4.54161;Origin: (0.258, 1.582, 0.333), Dir: (-0.053, 0.118, 0.992);Origin: (0.196, 1.583, 0.320), Dir: (-0.447, 0.376, 0.812);(0.227, 1.582, 0.326);(-0.196, -0.095, -0.029, 0.976);
4.60374;Origin: (0.258, 1.582, 0.332), Dir: (-0.054, 0.123, 0.991);Origin: (0.197, 1.583, 0.319), Dir: (-0.450, 0.378, 0.809);(0.228, 1.583, 0.326);(-0.199, -0.096, -0.026, 0.975);
4.62415;Origin: (0.259, 1.583, 0.331), Dir: (-0.055, 0.136, 0.989);Origin: (0.197, 1.583, 0.319), Dir: (-0.453, 0.385, 0.804);(0.228, 1.583, 0.325);(-0.204, -0.096, -0.021, 0.974);
4.65427;Origin: (0.259, 1.584, 0.332), Dir: (-0.057, 0.180, 0.982);Origin: (0.197, 1.583, 0.320), Dir: (-0.461, 0.411, 0.787);(0.228, 1.584, 0.326);(-0.226, -0.099, -0.008, 0.969);
4.68193;Origin: (0.259, 1.584, 0.333), Dir: (-0.062, 0.197, 0.979);Origin: (0.197, 1.582, 0.320), Dir: (-0.467, 0.420, 0.778);(0.228, 1.583, 0.326);(-0.234, -0.101, -0.002, 0.967);
4.71051;Origin: (0.259, 1.584, 0.332), Dir: (-0.066, 0.203, 0.977);Origin: (0.197, 1.581, 0.319), Dir: (-0.472, 0.422, 0.774);(0.228, 1.583, 0.325);(-0.237, -0.103, 0.001, 0.966);
4.77811;Origin: (0.259, 1.585, 0.330), Dir: (-0.070, 0.202, 0.977);Origin: (0.198, 1.581, 0.317), Dir: (-0.476, 0.421, 0.772);(0.228, 1.583, 0.324);(-0.237, -0.105, 0.001, 0.966);
4.79811;Origin: (0.260, 1.585, 0.328), Dir: (-0.071, 0.199, 0.977);Origin: (0.198, 1.582, 0.315), Dir: (-0.476, 0.419, 0.773);(0.229, 1.583, 0.322);(-0.235, -0.106, 0.000, 0.966);
4.82396;Origin: (0.260, 1.583, 0.326), Dir: (-0.069, 0.191, 0.979);Origin: (0.198, 1.581, 0.313), Dir: (-0.472, 0.417, 0.777);(0.229, 1.582, 0.320);(-0.231, -0.105, -0.005, 0.967);
4.85330;Origin: (0.261, 1.582, 0.326), Dir: (-0.064, 0.185, 0.981);Origin: (0.199, 1.580, 0.314), Dir: (-0.466, 0.415, 0.781);(0.230, 1.581, 0.320);(-0.228, -0.102, -0.008, 0.968);
4.88362;Origin: (0.261, 1.582, 0.331), Dir: (-0.059, 0.179, 0.982);Origin: (0.199, 1.580, 0.319), Dir: (-0.462, 0.411, 0.786);(0.230, 1.581, 0.325);(-0.225, -0.100, -0.009, 0.969);
4.94687;Origin: (0.261, 1.582, 0.332), Dir: (-0.056, 0.175, 0.983);Origin: (0.200, 1.580, 0.319), Dir: (-0.459, 0.408, 0.789);(0.231, 1.581, 0.325);(-0.224, -0.098, -0.009, 0.970);
4.97101;Origin: (0.262, 1.583, 0.333), Dir: (-0.054, 0.174, 0.983);Origin: (0.200, 1.581, 0.320), Dir: (-0.457, 0.409, 0.790);(0.231, 1.582, 0.326);(-0.223, -0.097, -0.010, 0.970);
4.99713;Origin: (0.266, 1.582, 0.336), Dir: (-0.054, 0.173, 0.984);Origin: (0.204, 1.581, 0.324), Dir: (-0.454, 0.412, 0.790);(0.235, 1.581, 0.330);(-0.223, -0.097, -0.016, 0.970);
5.02478;Origin: (0.269, 1.581, 0.337), Dir: (-0.051, 0.165, 0.985);Origin: (0.208, 1.581, 0.325), Dir: (-0.449, 0.411, 0.794);(0.239, 1.581, 0.331);(-0.219, -0.095, -0.022, 0.971);
5.05991;Origin: (0.272, 1.579, 0.339), Dir: (-0.045, 0.158, 0.986);Origin: (0.210, 1.580, 0.327), Dir: (-0.440, 0.409, 0.799);(0.241, 1.580, 0.333);(-0.216, -0.091, -0.027, 0.972);
5.13984;Origin: (0.276, 1.576, 0.342), Dir: (-0.031, 0.144, 0.989);Origin: (0.214, 1.578, 0.331), Dir: (-0.424, 0.404, 0.810);(0.245, 1.577, 0.336);(-0.210, -0.084, -0.034, 0.974);
5.16216;Origin: (0.278, 1.576, 0.343), Dir: (-0.019, 0.133, 0.991);Origin: (0.216, 1.579, 0.332), Dir: (-0.412, 0.399, 0.819);(0.247, 1.578, 0.338);(-0.205, -0.077, -0.038, 0.975);
5.19805;Origin: (0.284, 1.575, 0.339), Dir: (0.016, 0.116, 0.993);Origin: (0.222, 1.577, 0.331), Dir: (-0.386, 0.380, 0.840);(0.253, 1.576, 0.335);(-0.197, -0.060, -0.030, 0.978);
5.22541;Origin: (0.284, 1.574, 0.338), Dir: (0.026, 0.110, 0.994);Origin: (0.222, 1.576, 0.330), Dir: (-0.380, 0.372, 0.847);(0.253, 1.575, 0.334);(-0.194, -0.056, -0.024, 0.979);
5.30122;Origin: (0.285, 1.573, 0.336), Dir: (0.032, 0.098, 0.995);Origin: (0.223, 1.575, 0.329), Dir: (-0.375, 0.362, 0.854);(0.254, 1.574, 0.333);(-0.188, -0.053, -0.025, 0.981);
5.32202;Origin: (0.286, 1.573, 0.334), Dir: (0.035, 0.084, 0.996);Origin: (0.224, 1.575, 0.327), Dir: (-0.371, 0.352, 0.860);(0.255, 1.574, 0.331);(-0.181, -0.051, -0.027, 0.982);
5.35364;Origin: (0.287, 1.572, 0.327), Dir: (0.033, 0.068, 0.997);Origin: (0.224, 1.575, 0.320), Dir: (-0.371, 0.339, 0.865);(0.255, 1.573, 0.324);(-0.173, -0.051, -0.029, 0.983);
5.38380;Origin: (0.287, 1.571, 0.326), Dir: (0.028, 0.060, 0.998);Origin: (0.224, 1.574, 0.319), Dir: (-0.375, 0.332, 0.865);(0.255, 1.573, 0.323);(-0.169, -0.053, -0.030, 0.984);
5.45403;Origin: (0.287, 1.571, 0.325), Dir: (0.024, 0.049, 0.999);Origin: (0.225, 1.573, 0.318), Dir: (-0.379, 0.324, 0.867);(0.256, 1.572, 0.321);(-0.164, -0.055, -0.031, 0.984);
5.47625;Origin: (0.287, 1.571, 0.324), Dir: (-0.025, -0.254, 0.967);Origin: (0.225, 1.573, 0.317), Dir: (-0.372, 0.327, 0.869);(0.256, 1.572, 0.320);(-0.159, -0.057, -0.032, 0.985);
5.51231;Origin: (0.289, 1.571, 0.322), Dir: (-0.015, -0.123, 0.992);Origin: (0.227, 1.573, 0.313), Dir: (-0.379, 0.315, 0.870);(0.258, 1.572, 0.318);(-0.150, -0.066, -0.031, 0.986);
5.54476;Origin: (0.289, 1.571, 0.322), Dir: (-0.023, -0.082, 0.996);Origin: (0.226, 1.573, 0.312), Dir: (-0.348, 0.183, 0.919);(0.258, 1.572, 0.317);(-0.147, -0.071, -0.029, 0.986);
5.62396;Origin: (0.288, 1.570, 0.321), Dir: (0.088, 0.583, 0.808);Origin: (0.226, 1.572, 0.311), Dir: (-0.343, 0.187, 0.921);(0.257, 1.571, 0.316);(-0.140, -0.080, -0.026, 0.987);
5.65000;Origin: (0.288, 1.569, 0.321), Dir: (0.064, 0.452, 0.890);Origin: (0.226, 1.571, 0.310), Dir: (-0.316, 0.161, 0.935);(0.257, 1.570, 0.316);(-0.131, -0.087, -0.024, 0.987);
5.68540;Origin: (0.284, 1.567, 0.320), Dir: (0.032, 0.412, 0.911);Origin: (0.222, 1.569, 0.306), Dir: (-0.356, 0.071, 0.932);(0.253, 1.568, 0.313);(-0.101, -0.111, -0.029, 0.988);
5.71544;Origin: (0.282, 1.566, 0.320), Dir: (0.029, 0.419, 0.907);Origin: (0.221, 1.568, 0.305), Dir: (-0.365, 0.057, 0.929);(0.251, 1.567, 0.313);(-0.095, -0.117, -0.032, 0.988);
5.78607;Origin: (0.280, 1.564, 0.320), Dir: (0.027, 0.417, 0.909);Origin: (0.219, 1.567, 0.305), Dir: (-0.368, 0.052, 0.928);(0.250, 1.566, 0.313);(-0.090, -0.120, -0.034, 0.988);
5.80975;Origin: (0.279, 1.563, 0.320), Dir: (0.004, 0.394, 0.919);Origin: (0.218, 1.566, 0.305), Dir: (-0.372, 0.038, 0.928);(0.248, 1.565, 0.313);(-0.088, -0.122, -0.036, 0.988);
5.84141;Origin: (0.276, 1.561, 0.321), Dir: (-0.017, 0.380, 0.925);Origin: (0.215, 1.564, 0.306), Dir: (-0.381, 0.043, 0.923);(0.245, 1.563, 0.313);(-0.090, -0.120, -0.036, 0.988);
5.87195;Origin: (0.275, 1.561, 0.321), Dir: (-0.019, 0.379, 0.925);Origin: (0.214, 1.564, 0.306), Dir: (-0.382, 0.052, 0.923);(0.245, 1.562, 0.313);(-0.090, -0.119, -0.034, 0.988);
5.94217;Origin: (0.274, 1.561, 0.321), Dir: (-0.028, 0.368, 0.929);Origin: (0.213, 1.564, 0.306), Dir: (-0.380, 0.052, 0.923);(0.244, 1.562, 0.314);(-0.089, -0.119, -0.032, 0.988);
5.96560;Origin: (0.273, 1.561, 0.321), Dir: (-0.035, 0.350, 0.936);Origin: (0.212, 1.564, 0.306), Dir: (-0.346, 0.061, 0.936);(0.243, 1.563, 0.314);(-0.089, -0.119, -0.032, 0.988);
5.99810;Origin: (0.271, 1.562, 0.321), Dir: (-0.036, 0.340, 0.940);Origin: (0.210, 1.565, 0.306), Dir: (-0.331, 0.056, 0.942);(0.240, 1.563, 0.314);(-0.084, -0.123, -0.036, 0.988);
6.02787;Origin: (0.271, 1.562, 0.322), Dir: (-0.031, 0.330, 0.943);Origin: (0.210, 1.565, 0.306), Dir: (-0.312, 0.060, 0.948);(0.240, 1.563, 0.314);(-0.081, -0.126, -0.037, 0.988);
6.10832;Origin: (0.270, 1.562, 0.322), Dir: (-0.028, 0.330, 0.943);Origin: (0.209, 1.565, 0.306), Dir: (-0.242, -0.005, 0.970);(0.240, 1.563, 0.314);(-0.081, -0.127, -0.037, 0.988);
6.13134;Origin: (0.270, 1.561, 0.322), Dir: (-0.065, 0.328, 0.943);Origin: (0.209, 1.564, 0.306), Dir: (-0.397, 0.032, 0.917);(0.239, 1.563, 0.314);(-0.080, -0.129, -0.037, 0.988);
6.16936;Origin: (0.270, 1.560, 0.320), Dir: (-0.063, 0.320, 0.945);Origin: (0.209, 1.563, 0.304), Dir: (-0.394, 0.024, 0.919);(0.240, 1.561, 0.312);(-0.076, -0.128, -0.035, 0.988);
6.19810;Origin: (0.271, 1.560, 0.318), Dir: (-0.060, 0.317, 0.947);Origin: (0.210, 1.563, 0.302), Dir: (-0.390, 0.021, 0.921);(0.240, 1.561, 0.310);(-0.074, -0.126, -0.035, 0.989);
6.26794;Origin: (0.270, 1.560, 0.317), Dir: (-0.056, 0.314, 0.948);Origin: (0.209, 1.563, 0.301), Dir: (-0.386, 0.017, 0.923);(0.240, 1.561, 0.309);(-0.073, -0.123, -0.034, 0.989);
6.29271;Origin: (0.270, 1.559, 0.316), Dir: (-0.053, 0.314, 0.948);Origin: (0.209, 1.562, 0.300), Dir: (-0.382, 0.016, 0.924);(0.239, 1.561, 0.308);(-0.072, -0.122, -0.033, 0.989);
6.32684;Origin: (0.267, 1.559, 0.314), Dir: (-0.054, 0.314, 0.948);Origin: (0.206, 1.562, 0.299), Dir: (-0.383, 0.016, 0.924);(0.236, 1.560, 0.307);(-0.072, -0.122, -0.032, 0.989);
6.35675;Origin: (0.266, 1.559, 0.314), Dir: (-0.055, 0.313, 0.948);Origin: (0.205, 1.561, 0.299), Dir: (-0.384, 0.015, 0.923);(0.235, 1.560, 0.307);(-0.072, -0.123, -0.032, 0.989);
6.42218;Origin: (0.265, 1.558, 0.314), Dir: (-0.053, 0.327, 0.944);Origin: (0.204, 1.561, 0.299), Dir: (-0.387, 0.029, 0.921);(0.234, 1.560, 0.306);(-0.071, -0.124, -0.033, 0.989);
6.44540;Origin: (0.264, 1.558, 0.314), Dir: (-0.051, 0.427, 0.903);Origin: (0.203, 1.561, 0.299), Dir: (-0.383, 0.026, 0.923);(0.234, 1.559, 0.307);(-0.070, -0.125, -0.033, 0.989);
6.48287;Origin: (0.262, 1.557, 0.315), Dir: (-0.051, 0.442, 0.896);Origin: (0.202, 1.560, 0.299), Dir: (-0.386, 0.020, 0.922);(0.232, 1.558, 0.307);(-0.066, -0.128, -0.033, 0.989);
6.51392;Origin: (0.262, 1.556, 0.315), Dir: (-0.047, 0.442, 0.896);Origin: (0.202, 1.559, 0.299), Dir: (-0.388, 0.019, 0.922);(0.232, 1.558, 0.307);(-0.063, -0.129, -0.033, 0.989);
6.58270;Origin: (0.262, 1.555, 0.316), Dir: (-0.050, 0.418, 0.907);Origin: (0.201, 1.559, 0.299), Dir: (-0.390, 0.016, 0.921);(0.232, 1.557, 0.308);(-0.059, -0.129, -0.032, 0.989);
6.60854;Origin: (0.262, 1.554, 0.316), Dir: (-0.052, 0.434, 0.900);Origin: (0.201, 1.557, 0.300), Dir: (-0.386, 0.026, 0.922);(0.231, 1.556, 0.308);(-0.054, -0.130, -0.031, 0.990);
6.64219;Origin: (0.260, 1.551, 0.317), Dir: (-0.072, 0.410, 0.909);Origin: (0.200, 1.554, 0.300), Dir: (-0.397, -0.019, 0.918);(0.230, 1.553, 0.309);(-0.031, -0.136, -0.027, 0.990);
6.67144;Origin: (0.260, 1.549, 0.317), Dir: (-0.075, 0.410, 0.909);Origin: (0.200, 1.552, 0.300), Dir: (-0.405, -0.047, 0.913);(0.230, 1.551, 0.309);(-0.021, -0.138, -0.028, 0.990);
6.73796;Origin: (0.262, 1.547, 0.317), Dir: (-0.075, 0.403, 0.912);Origin: (0.201, 1.551, 0.300), Dir: (-0.409, -0.063, 0.910);(0.232, 1.549, 0.309);(-0.012, -0.138, -0.031, 0.990);
6.76170;Origin: (0.262, 1.544, 0.318), Dir: (-0.148, -0.057, 0.987);Origin: (0.202, 1.548, 0.301), Dir: (-0.418, -0.091, 0.904);(0.232, 1.546, 0.309);(-0.003, -0.138, -0.031, 0.990);
6.80025;Origin: (0.264, 1.539, 0.319), Dir: (-0.197, -0.060, 0.979);Origin: (0.203, 1.543, 0.303), Dir: (-0.414, -0.120, 0.902);(0.234, 1.541, 0.311);(-0.008, 0.135, 0.029, -0.990);
6.83003;Origin: (0.264, 1.538, 0.320), Dir: (-0.249, -0.041, 0.968);Origin: (0.203, 1.542, 0.303), Dir: (-0.412, -0.128, 0.902);(0.234, 1.540, 0.311);(-0.010, 0.134, 0.029, -0.991);
6.89371;Origin: (0.264, 1.537, 0.320), Dir: (-0.239, -0.046, 0.970);Origin: (0.203, 1.541, 0.303), Dir: (-0.411, -0.134, 0.902);(0.234, 1.539, 0.312);(-0.012, 0.133, 0.030, -0.991);
6.91619;Origin: (0.264, 1.538, 0.321), Dir: (-0.252, -0.084, 0.964);Origin: (0.203, 1.542, 0.305), Dir: (-0.410, -0.137, 0.902);(0.233, 1.540, 0.313);(-0.012, 0.132, 0.029, -0.991);
6.95490;Origin: (0.262, 1.540, 0.323), Dir: (-0.232, -0.110, 0.966);Origin: (0.201, 1.543, 0.307), Dir: (-0.406, -0.140, 0.903);(0.232, 1.542, 0.315);(-0.015, 0.130, 0.029, -0.991);
6.98464;Origin: (0.262, 1.540, 0.323), Dir: (-0.232, -0.109, 0.967);Origin: (0.201, 1.544, 0.307), Dir: (-0.404, -0.142, 0.904);(0.231, 1.542, 0.315);(-0.017, 0.129, 0.029, -0.991);
7.05585;Origin: (0.261, 1.540, 0.324), Dir: (-0.234, -0.111, 0.966);Origin: (0.200, 1.544, 0.308), Dir: (-0.402, -0.145, 0.904);(0.231, 1.542, 0.316);(-0.019, 0.129, 0.030, -0.991);
7.09371;Origin: (0.261, 1.540, 0.324), Dir: (-0.236, -0.113, 0.965);Origin: (0.200, 1.544, 0.308), Dir: (-0.395, -0.155, 0.906);(0.231, 1.542, 0.316);(-0.021, 0.129, 0.031, -0.991);
7.12818;Origin: (0.261, 1.538, 0.326), Dir: (-0.241, -0.122, 0.963);Origin: (0.200, 1.543, 0.309), Dir: (-0.401, -0.162, 0.902);(0.230, 1.541, 0.317);(-0.021, 0.131, 0.031, -0.991);
7.15571;Origin: (0.261, 1.538, 0.326), Dir: (-0.252, -0.129, 0.959);Origin: (0.200, 1.543, 0.309), Dir: (-0.403, -0.164, 0.900);(0.231, 1.540, 0.318);(-0.019, 0.130, 0.031, -0.991);
7.22979;Origin: (0.262, 1.539, 0.325), Dir: (-0.254, -0.131, 0.958);Origin: (0.201, 1.543, 0.309), Dir: (-0.404, -0.164, 0.900);(0.231, 1.541, 0.317);(-0.016, 0.128, 0.030, -0.991);
7.25435;Origin: (0.262, 1.539, 0.325), Dir: (-0.225, -0.099, 0.969);Origin: (0.201, 1.543, 0.309), Dir: (-0.410, -0.157, 0.898);(0.232, 1.541, 0.317);(-0.013, 0.126, 0.029, -0.992);
7.28487;Origin: (0.264, 1.539, 0.324), Dir: (-0.212, -0.079, 0.974);Origin: (0.202, 1.543, 0.309), Dir: (-0.397, -0.153, 0.905);(0.233, 1.541, 0.316);(-0.013, 0.116, 0.027, -0.993);
7.31270;Origin: (0.264, 1.540, 0.323), Dir: (-0.205, -0.091, 0.974);Origin: (0.203, 1.543, 0.309), Dir: (-0.391, -0.152, 0.908);(0.233, 1.541, 0.316);(-0.013, 0.112, 0.027, -0.993);
